id,question,choice_0,choice_1,choice_2,label,human_expl_open-ended,gpt-theirs
2b20a49031a51f6b553aab17b7201be5,Where might a smaller amount of cans of food be kept?,shelf,cupboard,pantry,1,a shelf is the only likely place for a small amount of food.,shelves are the only place that is not filled with food.
6d2c9bccd706080f7808dcd699ac9eef,Where does someone obtain a frying pan?,department store,homes,kitchen cabinet,0,a department store sells all sorts of items including housewares.,a stove is the only place that can be obtained.
d3ccd1734a42a9efbb3c8af8ddcb5720,Who is likely to use a comb?,suitcase,medicine cabinet,barber shop,2,only in the barber shop you can get a comb,a comb is used to comb hair.
838ac1880ee9afe7d7d47ee8d47091cd,Exhausted,fear and panic,meeting new people,movement,2,because the movement can be changed or finished.,fear is the only thing that can cause fear.
7231946d21dc328aede59f4b77c3a453,What in the building is very far from the ground floor?,air,ceiling,sky,1,the ceiling is the only thing that is still in the building that is far from the ground floor.,the building is a very high level of space.
d0876bf169a87890ff199b369190f857,What is the way that couples like to have fun?,laughter,enjoy yourself,have sex,2,"couples having fun in a sexual manner is appropriate and besides that, laughter is a reaction, and enjoy yourself does not apply to the question about  couples.",couples like to have fun
383aceff6b8c828bf68a9c1614f0b4de,This animal with sharp teeth does what for dinner?,fight for life,hunt for food,leave home,1,predators hunt for food,a predator is the only one that would eat a human.
9deade8ef94e0de93c79bedd1be03193,Sam experienced a great deal of confusion because of what he suffered. What might he have suffered?,opera,mind,war,2,"people can die or be injured in war, which causes suffering.",opera is the only thing that can be described as confusing.
f544cc4e451f4f6ee2cbdae85aaed664,Where does a bald eagle like to fly?,open country,wildlife refuge,pine tree,0,only in open country a bald eagle likes to fly and it's really free.,a bald eagle is a bird that flies.
db1a3e739ae5f69ee222074ad9b8c7c0,What is a negative effect of getting divorce that does not involve people other than the person getting divorced?,lot of grief,children suffer,no spouse,0,'lot of grief' is the only choice that does not involve people.,divorce is the only option that is not a negative effect of getting divorce.
f5bd88813503bbf0e284de1922ea9b2a,"The drawing room was one of fifty rooms, where was it located?",mansion,studio,large house,2,a large house would have many rooms,mansion is the only place that is located in a mansion.
1945b904ea8e138e932017b2401787e8,"If you're printing on a printer, someone might notice because of what?",noise,queue,use paper,0,printing on a printer create noise so easy to notice the work,printing on a printer is the only option that would be a problem.
bb082931ef41caf82eebef0be97c4669,Where does a jellyfish always live?,red sea,cartoon,underwater,2,"jellyfish is a marine animal so they likely always live underwater including, but not always, in the red sea",a jellyfish lives in the ocean
d4c00a2c6fea19ec225652f967a276e2,"The bird was tired, where did it land?",countryside,roof,cage,1,birds perch on a roof,a roof is the only place that would be a bird
c1d4ab3a9a74f5d044e996752bf36b38,"The excavation workers had to take extra care to stay hydrated, what landscape might they be working?",montana,egypt,desert,2,"the excavation workers had to take extra care to stay hydrated,what landscape might they be working in montana",montana is the only place that is not desert.
6dc2525d90840ad065e42eb00f0de42f,I need a person to milk a cow would a volunteer do this?,milk cow,need food,step forward,2,"in general, if a milking animal is not milked for an extended period of time (more than 1 or 2 days for a cow giving a normal volume of milk – dairy cows are typically milked two or three times per day), they are likely to become ill and may develop mastitis, which is an inflammation and infection in the udder.apr 25, 2012",milk cows are the only ones that milk cows
9ad10c2414f53d53c9a1e78a1508c806,What kingdom is frequently associated with pubs?,great britain,england,london,0,pubs are found ubiquitously throughout all of the british lands.,britain is the only kingdom that is associated with pubs
bd85fcab5e446abb3cde33e2bb18f220,Where should a human go if they have a full feeling in their bladder?,cornfield,star trek,restroom,2,a human has to use the restroom to empty the bladder.,a human would go to the restroom to relieve themselves.
c2d3138a229843e4d177af135137fe9d,"His hands were shaking as he was setting cup on table, he was worried he would what the cup if he tried to drink?",careful,breaking,let go of,2,"when someone's hands are shaking, they are unstable and unable to securely hold a cup","if you break the cup, you break it."
ebb38e35a3be3dd427cc9024de52b7ce,Where would you put a clip if you want to be able to reach it easily while you are working?,television show,desk drawer,office building,1,desk drawer is the best place to store any small object to be able to reach it easily.,a desk drawer is the only place you can reach it easily while you are working.
a8dcf9dcc49dd212ac7ae5a68686bede,What would not be able to happen to your mouth if you shut up?,establish,open,release,1,you can't shut up and open your mouth at the same time,"if you shut up, you will not be able to open your mouth."
f3712951f3acb973e5ea177456b0b5c3,What do we have to do before we are able to begin work?,shower,apply for job,concentrate,1,you have to have a job in order to do work.,a shower is the only thing that can be done without a shower.
c832a19f8661c276701ec2557b2c2771,What does an airplane do a while after take off?,put on,don,land,2,what goes up most come down.,a plane is a plane that takes off
ac620746a92302ab761a0aeef3fcd36c,"God didn't kill off everyone in the flood, so what does that suggest he has?",everything,compassion,imagination,1,showing that god didnt kill everyone,the only thing that would be more likely to kill off everyone in the flood is the person who killed
4c6db9af4a33642ecc10bd0ebf533a02,Where would you find a horse in the desert?,state fair,american southwest,central park,1,deserts are in the southwest,the state fair is the only place where you would find a horse in the desert.
7e711f95d4fe5c5ff0d471149c97133a,Where does one put a calendar in their home?,wrist watch,desktop,office supply store,1,"we often check our calendars near our working space, such as a desktop",a calendar is a place where you can put a calendar in your home.
d31892d8f0e480d67c629cc5e4a943ca,Bill would not allow Sam to built a new addition.  Sam protested that the construction was what?,permitted,restrict,prohibit,0,"in order to build a new addition, a permit is required.",sam is not allowed to build a new house.
1d6b25e21fd9ddcdd389626e93116e8d,What does an interstate highway go accross?,texas,united states of america,nebraska,1,"interstate implies between states, and america is the place that contain multiple states.",texas is the only place that is not a highway.
071058136da8bbebd6bef448ebaa1eac,What is a great way for teens to build character and pad their resume?,hang out,volunteer,homework,1,you will build character and your resume when you volunteer,a person who is a good student is a good student.
0ca9e9e37cd59e98db6187b6d1c88fe6,"What is the goal of a younger , risky investor?",sell stock,save money,gain wealth,2,a goal is a long term decision  hence what you want to achieve,a younger investor is the only one who can make money.
ebe88bc7ce582801ab476a4136d96ed0,Where would you get a mailbox if you do not have one?,downtown area,front yard,hardware store,2,mailboxes are sold at hardware stores mainly,a mailbox is the only place that you would get a mailbox.
93d025f541ea145a402d459e78b21ae5,Where would a company's committee meet for a meeting?,city hall,office building,boardroom,2,"if a company's committee is to meet, it makes the most sense that they would meet in their boardroom which is built to accommodate such occurrences.",a meeting is a meeting place for meetings.
7997f506c2b768ee56e391df123bb8fc,Sam felt that he only had the power to destroy.  He was scared when he learned that Jane was pregnant.  He was surprised that he could do what?,create,repair,construct,0,"he thought he could only destroy but as jane was pregnant, he learned he can create life.",creating is the only thing that would make sense.
c53b4d73008438b7ad26a978be855f71,Where do you buy treats for kids over a counter?,kitchen,post office,candy store,2,candy is the only thing that a kid would consider a treat.,post office is the only place that is open at night.
cae005ac7702736d44dd3da36108ef65,"They were keeping audible records, but one hadn't turned towards the microphone rendering his notes what?",inaudible,silent,quiet,0,when you are not faceing a recording device it will be hard to hear what's going on.,silence is the only answer that makes sense.
ed3dc52a1bd10746f63af967be1d9f94,Where would explosive devices be used to build and demolish things?,bomb,construction site,war,1,construction is where you build things and sometimes you have to take something down before building.,demolition is the only option that would be used to build and demolish things.
e6b5dee67cb32daff982e69ed3f7cd71,Where is a automobile likely to go after an accident?,exit ramp,repair shop,driveway,1,automobiles go to a repair shop after accidents,exit ramp is the only option that would go after an accident.
eb391210101e09f6e685ec90d12189f1,John's RV needs electricity so that he can cook lunch.  Where would he go to plug in?,basement,rest area,toy store,1,people don't plug rvs into basements or toy stores but they do plug them in at rest areas.,a toy store is the only place that would have electricity.
49fcf8998d61906c46b0f86a4fedaabc,Where would you need a ladder to eat?,apple orchard,garage,hardware store,0,a ladder would allow you to reach food like an apple tree in an apple orchard.,a garage is the only place that you would need a ladder to eat.
cef9f7e58b0c26470bea23bf2898a729,They were under several feet of dirt.  James always found it claustrophobic.  He hated using it.  What did he hate using?,bed,subway,street,1,"the subway is buried under several feet of dirt, is often crowded and cramped, and is not a positive experience for many residents.",the only place that you would be claustrophobic is a subway.
3a70f487ab89bb356c87561228e7cdc5,"His favorite general store had most things, and if it didn't it was conveniently located with other shops in the what?",shopping mall,old west,checkers,0,because his favourite store had not the things.,checkers are the only things that are popular in the old west.
00dc6e53c3715d0050ffb78646cd6c7c,Can you name a good reason for attending school?,taking tests,get smart,colds and flu,1,people attend school to be educated and get smarter.,you are not going to be attending school
77884ffb56eb3d4bd66f4d5c0305fc76,When two people are married what would they do to have children?,make love,work together,agree with each other,0,making love is the only option that directly leads to having children,marriage is the only option that is a good option.
5edfe23845a86f9f4af53214a1c048cb,Where is a good place to purchase a toy balloon?,circus,amusement park,birthday party,1,the only place where a toy balloon uses to be sell is on an amusement park,a circus is the best place to buy a toy balloon.
edaae8944bfc1a971d9353a73126f9d5,What does a real estate agent typically do when describing homes?,cover up,exaggerate,incompetent,1,they exaggerate because it is a sales tactic to sell the home.,a realtor would describe a house as a cover up.
4385941cbd68f413298fb4394925a9f1,How does killing someone usually end?,remorse,funeral,horrible,1,it's the only one that marks the end of a killing.,killing someone is the only option that ends a person's life.
9cf549ffda371a9740950f00dfffd104,Movies which contain unusual or unexpected events which are lighthearted in tone are trying to be what?,excellent,funny,entertaining,1,"generally, comedy movies are lighthearted in tone and should not be taken seriously. they are filled with jokes.",humorous is the best way to describe the movies
703c2c7c54dbd429e6127a059106fe7c,Where do you sit in bleachers and watch large men run?,soccer game,football stadium,baseball stadium,1,you only sit in bleachers and watch large men run in football stadiums,soccer is the only sport that is not a football game.
e5d961b3e7c57809d0f76457a97e2761,"The shocked patient had become non verbal, any communication was what?",written,verbal,spoken,0,writing would be the best way to deal with lack of speech.,non verbal communication is what you would expect from a patient.
baa692f95e2f43b14a47a19dea745f04,"The person wanted to fix his car, what did he order?",feel resentful,machine part,selling things,1,a machine part is the only thing listed that would fix the car.,"the person wants to fix his car, but doesn't want to buy things."
6ab3e47b57547eae433dee5117f0d282,"Some people really enjoy others, for them socialising is a way of what?",become popular,become more popular,having fun,2,those who enjoy others generally socialise for fun.,socialising is a way of enjoying others.
2629ca18004abbc657c4ef4c5709c89e,What did having sex as a gay man lead to twenty years ago?,unwanted pregnancy,aids,making babies,1,a gay man will most likely have sex with another man neither of which can become pregnant,having sex as a gay man leads to having aids
7139bd765f6cbe5df948755aa651c658,What do you need to do so that other people can use television?,kill,open eyes,plug in,2,"for the television to work so others can use it, someone has to plug it in to power it on.",the only way to use television is to plug in.
b2cd5ea1b699ac9215fe2a11cdf9975f,"The Marshall from Lexington had to chase down a lead elsewhere, but at least he could have some clam chowder while working where?",kentucky,massachusetts,american revolution,1,lexington is the only place in massachusetts,kentucky is the only place that would have chowder in a place that would have a or or a
deef8c5fd14f99da1481d2aba818d3d9,What drops from clouds on a warm day?,rain water,bring rain,awe inspiring,0,b & c aren't forms of percipitation,rain is the only thing that drops from the sky.
a8924790901bc93eb94d6e7bf360b5e0,While he had great disdain for the King and his knights he still respected their what?,respect,honor,reverence,1,"honor is a common theme with those who serve their country. respecting respect sounds ridiculous, and reverence doesn't make sense.",respect is the only thing that is considered worthy of respect.
f4477f63fbd3bf5df54aecaa6ff41540,Where might a small dog run in packs?,apartment complex,grandmother's house,trailer park,2,"a park, as opposed to houses, is the only place large enough for a pack of dogs to run",a trailer park is the only place that a dog would run in packs.
d0a2bbf4010dd0d25ac99235b252ea85,Sometimes it seems like government wants to control anything and what?,capitol building,washington d.c,everything,2,everything makes it a common phrase.,the government wants to control everything and what?
3abd74682a160a71a63a9ca9a68895e8,Where is a student likely to be focused on computers?,mit,library,space shuttle,0,students often study computer software at mit,mit is the only place that is likely to be focused on computers.
215fb4aa01914287844688b9fe94946c,He bought a warranty for the fragile objects just it case they what?,become broken,gain speed,sound well,0,fragile items are easy to break.,the warranty is the only option that is not broken.
00eaa1cb09f11b056adaf8eacd825b90,Jane thought that the show was entertaining. Watching it brought her  what emotion?,fulfillment,embarrassment,fatigue,0,"entertainment is a positive feeling, similar to fulfillment.",the show is entertaining.
92011f2b16dbe8ec24d4494790f137f1,Billy enjoyed answering questions.  When all of the questioners went home he experienced what emotion?,sadness,irritation,polite,0,"since billy enjoyed answering questions, he would have liked to continue.  he would not have felt irritated.  sadness is a more likely emotion in this case than feeling polite.",sadness is the only emotion that is not a response.
89afdea1d76272fda8e1538a7d3b7a3f,"A bride and groom are taking care of proposals, what is the likely ceremony?",getting work done,marriage,results,1,bride and groom are generally participants in a marriage ceremony.,marriage is the only option that is likely to be done.
7bf8e32f2be5cb0835a6f39aa59f8c6c,If you're going fishing what do you need to buy?,bate,tackle,fishing rod,0,"without bate, the whole fishing rod is unusable for catching and tricking fish.",fishing rods are the only thing that can be bought in a fishing rod.
a0f63f7c5af1c8bcb7648be023694744,Where is north carolina located?,south,carolina,united states,2,north carolina is a state in the united states,north carolina is the only place that is not north carolina.
67bade299baeab3858ded976a3c51026_1,"Some people really love competing, it is usually a safe way to get out a little what?",sweat,defeat,aggression,2,sports are often suggested as a way to express anger or frustration,a fight is a way to get out a little what?
b1f17c81c549694441826bf30e032eef,"The person was exposed as a liar, so what happened as a result?",feel humiliated,hunt for food,prepare to go,0,being exposed as a liar doesn't relate to hunting for food or preparing to go.,"the person was exposed as a liar, so what happened as a result of being exposed as a liar"
c3d936df801e2b6b04f8a58ec7d9d091,What do people make with crab?,chinese market,tidal flats,delicious meal,2,you can't make a market or flat with crab,crab is the only thing that is edible.
e2e2973fab938a6fed6630de4113ab62,Who might end up with a wound from lying in bed?,patient,hospital,emergency room,0,it indicates a person,a hospital is the only place where you can be treated for injuries.
5d02d7cd107c3f14d833d812eb4a0e55,Where would a person blush or put his head down after shutting a door loudly?,apartment,wall,theater,2,likely to be embarrassed for being loud at a theater where you are suppose to be quiet.,a person would blush when closing a door
a73c3e5c38cca678f13b8e93fd934f75,If you're found responsible for intentionally starting a fire what will happen?,going to jail,death,die,0,"if you intentionally start a fire, you will definitely go to jail.",if you're found responsible for starting a fire you will be arrested.
6079fbc672e07b74804bb54d5e867cbd,What is a place that someone can go buy a teddy bear?,home,toy store,shelf,1,"a teddy bear is a common toy, which are generally purchased at toy stores.",toys store is the only place that someone can buy a teddy bear.
f77623c1169bae3dc4c5019651bcdec4,The projector displayed slides on the wall as the presenter talked to the audience.  Billy wished he didn't come to this event.  Where was he?,movies,meeting,conference,2,a presenter will talk to the audience only in a conference,a conference is the only place where you can meet.
f31d16a69a1818669398b020e739cbc7,John needed his watched fixed. Where might he take it?,jewellers,department store,guard tower,0,jewelers specialize in replacing and repairing jewelry and watches.,a guard tower is the only place that a guard tower would be located.
927a1ba9e76d6ee8dcee0749b12aabcd,Where would glasses be needed by many people?,cabinet,meeting,cupboard,1,"in meetings there is generally some reading material which is needed to be read(pamphlets ,reports ,slideshows etc) so these generally need glasses for weak sighted people.",a cabinet is the only place that would be needed by many people.
1a8bd8c3100678aec9c10e363ba3c84f,Sally and Joe were burned by chemicals because they ignored the signs.  She had chemical burns in her vagina.   Where might they have been?,swimming pool,chemistry lab,laboratory,0,burns in the vagina would imply she was submerged in the chemicals which could happen in a pool.,the only place where they would have been burned would be in a lab.
b8af048c12f32bd5b044c08d663fc627,"Billy needed his hammer, so he looked where?",tool box,hardware store,repair shop,0,people store tools in a toolbox,tool box is the only place that would have a tool box.
60dc62c817dd93dfd3c3d1db26b95a4c,"If you catch your girlfriend lying about seeing another guy, you'll most likely experience what?",mistrust,broken heart,get caught,1,getting caught and mistrust are potential results but the most likely result is a broken heart.,"if you catch someone lying about seeing another guy, you 'll feel guilty."
0dd33ae5cc41a5b31eab439dfcd74c23,What drives the people to play well in fencing?,competition,perspiration,severe injuries,0,fencing is a sport between two people which guarantees there will be competition.,sweat is the only thing that can cause injury.
009aff15025613594bec039a612becd4,What emotion might someone feel if they've been doing housework all day and someone messed up your home?,anxiety,stress,anger,2,if you have been working all day you would be really mad if someone messed up your house for no reason.,anger is the only emotion that would be a person feeling.
7dc38c3c4b18a2070a939cfa4e1e9798,People want to go on vacation. Where might they go?,confession,national park,vehicles,1,visiting a national park is a fun activity.,national park is the only place that is likely to have a national park.
1596bb54bdd46075d8a9dc372559a369,What usually happens to citizens when there is waging war?,evil,suffering,people dying,1,people tend to suffer in pain and agony when there is a war.,the only way to win a war is to win it.
aa3cc272fa14edb5e5250e605f81fe1d,"The children were running late for school, after eating breakfast they left behind their what?",bad breath,dirty dishes,being satisfied,1,dirty dishes are the only physical thing they could leave behind,children are not allowed to eat breakfast
53fce4fedd1d8a5e67ccc18ea8d1ede6,A gazelle needs to run and jump when it's on what sort of terrain?,encyclopedia,open field,steppe,2,steppe is the only example of terrain in the choices above.,a gazelle needs to run and jump when it's on a terrain.
4c71b0e5cbd0f9fcc0c4086c49552c65,Where are people likely to stand at an intersection?,cars,city street,street corner,2,street corner is a more common place for people to stand at an intersection.,people are likely to stand at an intersection
ab638354b34cbdbc5db3588b422bba51,"The wine cellar needed a consistently cool and dark place, where should it be built?",basement,house,home,0,underground is consistently cool and dark,a house is the only place that is not a cellar.
fe9289f5b584097e5b4e374b7bbbea59,"Despite reports of bad weather, the wedding day was gorgeous, what did the weather do?",change quickly,look beautiful,surprise us,2,"everybody expected bad weather, but it was good.",the wedding day is the best time to be happy
76c73727621cf575e4af1b6b7021e3ab,What differs in people living in different parts the world?,universe,thought,countries,1,the culture of each country diversifies thought.,the universe is the only place where people live in different parts of the world
4cd993a23af666c4a2b321c4850af4d0,"The rooms in the experimental home were quite unique, they weren't the traditional what?",high walls,doors and windows,square shape,2,"a room has high walls and doors, but that doesn't mean they are high walls and doors.",the rooms in the labs are the only ones that are not the typical laboratory.
da5af65e6f5fb20a88ff59d8d58d3375,Alexa wants to eat lunch  but she left her lunchbox and wallet at home.  John gives her a twenty so that she can go out and do what?,get food,have food,buy food,2,cash is used to purchase goods and services.,"if you have food, you have to go out and buy food."
fb9d4b329bb7cc51ecdc207cebe9002d,Where is the ficus tree native to?,dictionary,apartment,middle east,2,because a ficus tree lives in desert environments.,the ficus tree is the only place that is native to the middle east.
dfd81f3e2498468c074edb783cac36c8,Where would you find travelers that are planning to go to a different continent?,bus depot,train station,airport,2,"in order for travelers to get to a different continent, they must travel over seas, which requires an airplane, thus an airport.",a bus depot is the only place that would be likely to be in a city.
b48539c85117b2171a7bff9e62200442,The long island sound stretches out into the water south of where?,connecticut,atlantic,long island,0,the south of connecticut is the only place where the long island sound stretches out in the the water of,the atlantic is the only place that is not a long island.
6435a28a5d2eca7131dd5dc029cc485e,Where are peas likely to be freshest?,farmer's market,grocery store,supermarket,0,"farmer's market comes directly from the farm, providing more time for the items to be available to the public.",farmers market is the only place where they can be freshest.
dd1d03ed6b10bccb6eeb99d78e834ca0,James was caught committing perjury in a mock trial for his law class. Everyone laughed at his inept lies.  He couldn't stand the what?,embarrassment,go to jail,penalty,0,embarrassment is a painful but important emotional state. most researchers believe that its purpose is to make people feel bad about their social or personal ...,james was caught in a mock trial for his crimes.
c34537b9fc13dad77ea3432f4ee2c098,Where you have finished a conversation with a person what do you say?,open letter,say goodbye,listen to radio,1,this is the respected action when ending a conversation,you have to say goodbye to someone
8a85a40d1924724c7827210eeb5b9617,What do people do when they are caught in severe weather and lose their balance while traveling?,experience pain,thank god,kill each other,0,when the weather is severe they can experience the pain,people are usually caught in severe weather and die.
6e0ae8e718a477a7ec334400f66c0fc7,Where is a mouse likely to enter a house?,kitchen,garage,cupboard,1,a garge is a place where normally mice enter into a house.,mice are not likely to enter a house.
c277775dce20e98575156b8b983c258c,"Jeremy is mastering a music scale, where should he find books on the matter?",butcher shop,assay office,music store,2,music store is the only place that would sell music-related books,music is the only place that would have books on the subject.
f615535006ac80911e2c34f39e2edb03,"He used a blunt instrument to do the killing, there was no way to clean up the what?",sorrow,freedom,bloody mess,2,a blunt instrument can produce a mess if used to hurt someone.,the only way to clean up a mess is to clean it up.
02350ce6ff0db2038d95084c38e87c9d_1,"The doctor recommended washing hands, what was being promoted?",health,dry skin,become wet,0,"the doctor's recommendation is related to riding germs, which is a health issue.",the only option that is not being promoted is the medical option.
8b7df25a9023ba6ae506bf22108d80a9,"The hot weather made me crave something cold, what did I seek?",swim,eat ice cream,cool off,1,ice cream is refreshing and will cool you off on a hot  day,ice cream is the only thing that can make you feel warm
25c5b8c08504deaf91b65ffe4fbeca6a_1,"You might hear clippers more than anything at a barber, but you'll hear a pair of scissors more often at a what?",pocket,hair salon,drawer,1,"a hair salon performs ladies haircutting, which usually involves long hair.",a drawer is the only place that you can get scissors.
61b628e07288f391b236c1932ba03aef,Why would a jogger have headphones in?,ipod,passionate kisses,comfortable clothes,0,"an ipod plays music, which is what the jogger is listening to, and none of the other option do.",a jogger would have headphones in a car.
f6264e520bb920cb82851012d714c166,"The receptionist lady loved to use a rubber stamp on her notes, she was the most pleasant person in the whole what?",office,desk,indiana,0,a receptionist uses to work in an office.,the receptionist lady loved to use a rubber stamp on her notes.
d66709bc715fe091f798bfd12ed619a6,Waiting for a bus that has already came and went would be an example of bad what?,expenditure of time,timing,patience,1,it is a bad example of timing because you want to be waiting before the bus comes.,the best option is to wait for the bus to come and go.
05b8d868e1581e573d1cb1e0d01a4480,If a person is complimentary and making trivial physical contact what are they trying to do?,accomplish goals,talk about themselves,get laid,2,people use compliments and trivial physical contact in order to get laid,people are trying to make trivial physical contact
32e1fe8be30a609e762b22186cc3ab9f,Math competitions are for those who enjoy the subject or find it what?,fun,interesting,difficult for students,1,interesting is the most likely descriptor that a person who enjoys something would use,the best option is to find something interesting to do.
84b04244c4a853e1bab4f55c3667836e,What places would have a cemetery?,churchyard,populated area,most cities,2,cemeteries are found in most cities as society needs to tend to the dead in some capacity nearby the loved ones of the deceased.,cemeteries are the only places that have a cemetery.
c8ac599be091c5e1145861bbbe93da23,What could cats do if they were taller?,need food,annoy,open doors,2,"cats can't reach door knob because of their shorter heingh. if they were taller, they would eventually learn to open doors.",cats are the only ones that can open doors.
425dc1e38d3ebc76df362ea7d40abb36,One of the things that you can count on when going to the market on a weekend is?,buy food,traveling,see other people,2,"many people complete their shopping on weekends, and store clerks are always around when the market is open.",travel is the only option that you can count on when going to the market.
70048ace4122fc38ea2f2b95dd2a402e,Where in a meadow would a snake hide?,high grass,amazon river,western texas,0,it would have to be high grass as a meadow is covered in foliage meaning grass and plants.,a snake would hide in a meadow.
dc7fd882a9b5cf0829066f2d43df7b82,"The music was very dear to him, he had done what with it during an important time in his life?",written on paper,stolen,composed,2,": calm and in control of your emotions : not feeling or showing anger, fear, etc. see the full definition for composed in the english language learners dictionary. composed.",the music is the only thing that is important to him.
2ec9631fbbfc16681b6e72ef74d1af05_1,"The mother opened the dryer to a mess, somebody had left bubblegum in their what?",pocket,street,supermarket,0,bubblegum leaves a mess when somebody leaves it in a dryer,a grocery store is the only place where you can find bubblegum.
17ed234e4b66aea7b7e04660ba8d5bd2,"The car had its turn signal one, where was it stopped?",street corner,neighbor's house,in phoenix,0,vehicles will only turn on a turn signal when approaching roads that fork off the one they're at on corners.,neighbor's house is the only place where a car would stop.
c05279053c9046143f421dbfc699ede8,What place in the US has a lot of mines?,mountain,cambodia,pennsylvania,2,pennsylvania is a specific place in the us.,cambodia is the only place in the us that has mines.
85dc238e17486fdf0dbef03d223ef8a1,"What would children do if they need to get somewhere, but they are tired from running?",walk,smell smoke,play tag,0,walking is the only thing that would help the children to get somewhere,children are tired from running.
59c6e6ace105241ecb8c32596612e589,Rumors of roving bands of monsters killing people could lead to what?,go to prison,mass hysteria,getting in trouble,1,monsters killing are a very frightening experience,the only reason a group of monsters would be roaming around in the middle of the night is because they
367a52860ea02568f014242ec1967d78,Where would a person keep a book while it's being read?,desk,library of congress,closet,0,because you would be reading it at the desk.,a library is a place where books are kept.
c428412a660f34965772a7389ce58e0a,What might be the result of a season of successful skiing?,healthy body,broken legs,broken bones,0,sucessful skiing implies that you will become healhty,skis are the only option that is likely to cause injury to a person.
87dacbf76af9c335c77561c6ffe163dc,What is it called when life has an end date?,good,finite,important,1,an end indicates that something caanot be finite,the end date is when life has an end date.
3e5d5f3ab62f87696d45ce2fed6e665a,How can the shape of wood be changed?,nailed,carved,polished,1,"nailing and polishing doesn't change shape, only carving does.",wood is the only thing that can be changed.
b9b6e165e0243f4b66d454db1b5d2e6d,"If something is very hard but you just manage to be able to do it, it can be called what?",agreeable,easy,bearable,2,something that can be done with difficulty is bearable,the best option is the best option
c4dcfeacbbc2d365a6fc34d8811e4ed6,Where would a lizard surprise a person?,garden,dessert,new mexico,0,"lizards typically live in the desert, which is a large part of new mexico. finding a lizard in a garden where there is an abundance of water compared to a desert is surprising.",a lizard would surprise a person
09e48e2f4b92d1288b7f58ad0932c357,Why do people eat food even when they do not lke to?,unhealthy,necessary to live,edible,1,to be healthy the human must have to eat a minimum daily,food is the only thing that is edible.
dd537086dbe0c2a9b41e85af58ce6c55,Why would someone be likely to avoid kissing?,herpes,shortness of breath,strong feelings,0,herpes can be infected by kissing.,a person would avoid kissing because they are afraid of being kissed.
dfefbbae54e670816a4a6ddb9074b275,"James wanted to abrogate the rule against headbutting.  How to do that he would have to prove that headbutting was safe, and he did not have enough evidence to do what regarding that fact?",promulgate,fix,establish,2,james will need to establish evidence that headbutting is a safe act to perform.,the only way to do that is to prove that you are not a person
894c5b48fb5758769df32a9b0ea715dd,James loved violence and used it all the time.  But he changed his tune when it was him that it was what?,war,hockey game,being done against,2,"only ""being done against"" makes sense grammatically",violence is the only thing that would make him change his tune.
93e75cab2a93bb0504d558c336333ab9,"The barn was torn to shreds and all the pieces of board became one projectile after another flying through the air, it was a powerful what?",baseball,canon,tornado,2,"tornado's destroy objects and make them active projectiles, spinning them in the air and throwing them in random directions.",tornado is the only thing that can be used to destroy a barn.
557237ba0b61f9a69ec696bdbb00743d,Going in an air conditioned room to cool off is a good way to get what from hot weather?,go swimming,relief,calm down,1,"when hot weather gets unbearable, individuals generally use a form of air conditioning or other ways to cool off to escape the heat.",relaxing is the best option.
60bc0c9d8e2bd752ae0a498f4fb9881d,Where can you get a brand new book shelf?,bedroom,library,furniture store,2,furniture store is the place to get brand new book shelf,a library is the only place that you can get a brand new book shelf.
d89ce34707e082aa9bb31e1cb1e47b53,"James had almost religious reverence for Bill, but Bill didn't return the feelings.  How did Bill treat James.",contempt,blasphemy,profanity,0,"normally people who doesn't feel any connection or just don´t like you, treat you contempt.",james was not a religious person.
45d0ea781ffd49b07d6eae94d47a8945,"A bug was looking for wildflowers and no human interruption, where did he go?",meadow,garden,rock,0,"wildflowers don't grow on a rock, and a garden is tended by humans",a meadow is the only place where a bug would be looking for wildflowers.
313b72ce5b14f3d0b86b91c7bc6497be,The person gave a good hands on what to show how to do the work?,garage,demonstration,synagogue,1,"demonstration is the only thing that shows something, and not is something",a synagogue is the only place where you can show a good hand on what to show how to
54ff7fdb23e7145db3995ae3425e7e2d,"It was a very expensive wristwatch, when he wasn't wearing it he kept it displayed in it's what?",jewelry store,hock,case,2,better place to keep a expensive wristwatch is its case.,jewelry store is the only place that would have a watch.
c799b6d2c443a526a5e0398b12a2f938,When a person is living on the streets they likely what?,restricted,shameful,have no home,2,they are living on the street so obviously have no home,the only place that is restricted is the city.
bb79c0af4d46a476065c4756cfdbe92d,"While in the process of heading home he realized at the last moment he hadn't gotten a souvenir from the trip, luckily the what had a gift shop?",airport,hotel,museum,0,an airport is the only place where you would be heading home but be able to find a gift shop,museum is the only place that would have a gift shop.
fcfd4b6390ad5dbfb5eb353ae8b75e80,Dan outfitted his house to run on the oldest heat source on Earth. What is the oldest heat source on Earth?,solar energy,coal or wood,fire,0,nothing on earth is older than the sun's heat,coal is the most likely place to run on the most hot and hot of all.
1641f8c66584b74130afb4619157f111,"A marmoset can be found many places, but they are usually found where?",in wild,national park,american west,0,"marmosets are typically found in the wild, as it's their natural habitat.",the only place that is likely to be found is in the wild.
58889014bce3498ef7d11189f7bf58b7,What might happen after buying too much beer?,pleasure,intoxication,problems,1,beer is a type of alcohol and can intoxicate one.,alcohol is the only thing that can be bought at a bar.
